-0.46  -1.64  0.0  1.71  0.1380000000000001
-0.44  -1.65  0.0  1.71  0.1400000000000001
-0.46  -1.69  0.0  1.75  0.1420000000000001
-0.47  -1.72  0.0  1.78  0.1440000000000001
-0.49  -1.74  0.0  1.8  0.1460000000000001
-0.5  -1.75  0.0  1.82  0.1480000000000001
-0.57  -1.76  -0.0  1.84  0.1500000000000001
-0.58  -1.7  0.0  1.8  0.1520000000000001
-0.59  -1.67  0.0  1.77  0.1540000000000001
-0.6  -1.64  0.0  1.75  0.1560000000000001
-0.61  -1.62  0.0  1.73  0.1580000000000001
-0.62  -1.6  0.0  1.72  0.16000000000000011
-0.64  -1.59  0.0  1.72  0.16200000000000012
-0.65  -1.59  0.0  1.71  0.16400000000000012
-0.66  -1.58  0.0  1.71  0.16600000000000012
-0.68  -1.58  0.0  1.72  0.16800000000000012
-0.69  -1.57  0.0  1.72  0.17000000000000012
-0.7  -1.57  0.0  1.72  0.17200000000000013
-0.72  -1.57  0.0  1.73  0.17400000000000013
-0.73  -1.57  0.0  1.73  0.17600000000000013
-0.75  -1.57  0.0  1.74  0.17800000000000013
-0.76  -1.57  0.0  1.75  0.18000000000000013
-0.78  -1.57  0.0  1.75  0.18200000000000013
-0.79  -1.57  0.0  1.76  0.18400000000000014
-0.8  -1.57  0.0  1.77  0.18600000000000014
-0.82  -1.57  0.0  1.77  0.18800000000000014
-0.83  -1.57  0.0  1.78  0.19000000000000014
-0.85  -1.57  0.0  1.79  0.19200000000000014
-0.86  -1.58  0.0  1.8  0.19400000000000014
-0.88  -1.58  0.0  1.8  0.19600000000000015
-0.89  -1.58  0.0  1.81  0.19800000000000015
-0.91  -1.58  0.0  1.82  0.20000000000000015
-0.92  -1.58  0.0  1.83  0.20200000000000015
-0.94  -1.58  0.0  1.84  0.20400000000000015
-0.95  -1.58  0.0  1.84  0.20600000000000016
-0.97  -1.58  0.0  1.85  0.20800000000000016
-0.98  -1.58  0.0  1.86  0.21000000000000016
-1.0  -1.58  0.0  1.87  0.21200000000000016
-1.01  -1.58  0.0  1.88  0.21400000000000016
-1.03  -1.58  0.0  1.89  0.21600000000000016
-1.04  -1.59  0.0  1.9  0.21800000000000017
-1.06  -1.59  0.0  1.91  0.22000000000000017
-1.07  -1.59  0.0  1.92  0.22200000000000017
-1.09  -1.59  0.0  1.92  0.22400000000000017
-1.1  -1.59  0.0  1.93  0.22600000000000017
-1.12  -1.59  0.0  1.94  0.22800000000000017
-1.13  -1.59  0.0  1.95  0.23000000000000018
-1.15  -1.59  0.0  1.96  0.23200000000000018
-1.16  -1.59  0.0  1.97  0.23400000000000018
-1.18  -1.59  0.0  1.98  0.23600000000000018
-1.2  -1.59  0.0  1.99  0.23800000000000018
-1.21  -1.59  0.0  2.0  0.24000000000000019
-1.23  -1.59  0.0  2.01  0.2420000000000002
-1.2  -1.6  0.0  2.0  0.2440000000000002
-1.22  -1.62  0.0  2.02  0.2460000000000002
-1.24  -1.63  0.0  2.05  0.2480000000000002
-1.25  -1.64  0.0  2.06  0.25000000000000017
-1.27  -1.65  0.0  2.08  0.25200000000000017
-1.29  -1.65  0.0  2.1  0.25400000000000017
-1.3  -1.66  0.0  2.11  0.25600000000000017
-1.32  -1.66  0.0  2.12  0.2580000000000002
-1.34  -1.66  0.0  2.13  0.2600000000000002
-1.35  -1.66  0.0  2.15  0.2620000000000002
-1.37  -1.67  0.0  2.16  0.2640000000000002
-1.39  -1.67  0.0  2.17  0.2660000000000002
-1.4  -1.67  0.0  2.18  0.2680000000000002
-1.42  -1.67  0.0  2.19  0.2700000000000002
-1.44  -1.66  0.0  2.2  0.2720000000000002
-1.45  -1.66  0.0  2.21  0.2740000000000002
-1.47  -1.66  0.0  2.22  0.2760000000000002
-1.48  -1.66  0.0  2.23  0.2780000000000002
-1.5  -1.66  0.0  2.24  0.2800000000000002
-1.52  -1.66  0.0  2.25  0.2820000000000002
-1.53  -1.66  0.0  2.26  0.2840000000000002
-1.55  -1.66  0.0  2.27  0.2860000000000002
-1.57  -1.66  0.0  2.28  0.2880000000000002
-1.58  -1.66  0.0  2.29  0.2900000000000002
-1.6  -1.65  0.0  2.3  0.2920000000000002
-1.61  -1.65  0.0  2.31  0.2940000000000002
-1.63  -1.65  0.0  2.32  0.2960000000000002
-1.65  -1.65  0.0  2.33  0.2980000000000002
-1.66  -1.65  0.0  2.34  0.3000000000000002
-1.68  -1.65  0.0  2.35  0.3020000000000002
-1.69  -1.65  0.0  2.36  0.3040000000000002
-1.71  -1.65  0.0  2.37  0.3060000000000002
-1.73  -1.64  0.0  2.38  0.3080000000000002
-1.74  -1.64  0.0  2.4  0.3100000000000002
-1.76  -1.64  0.0  2.41  0.3120000000000002
-1.78  -1.64  0.0  2.42  0.3140000000000002
-1.79  -1.64  0.0  2.43  0.3160000000000002
-1.78  -1.64  0.0  2.42  0.3180000000000002
-1.8  -1.64  0.0  2.44  0.32000000000000023
-1.82  -1.65  0.0  2.45  0.32200000000000023
-1.83  -1.65  0.0  2.47  0.32400000000000023
-1.85  -1.65  0.0  2.48  0.32600000000000023
-1.87  -1.65  0.0  2.49  0.32800000000000024
-1.89  -1.65  0.0  2.51  0.33000000000000024
-1.9  -1.65  0.0  2.52  0.33200000000000024
-1.92  -1.65  0.0  2.53  0.33400000000000024
-1.94  -1.64  0.0  2.54  0.33600000000000024
-1.96  -1.64  0.0  2.55  0.33800000000000024
-1.97  -1.64  0.0  2.57  0.34000000000000025
-1.99  -1.64  0.0  2.58  0.34200000000000025
-2.01  -1.63  0.0  2.59  0.34400000000000025
-2.03  -1.63  0.0  2.6  0.34600000000000025
-2.04  -1.63  0.0  2.61  0.34800000000000025
-2.06  -1.63  0.0  2.62  0.35000000000000026
-2.08  -1.62  0.0  2.63  0.35200000000000026
-2.09  -1.62  0.0  2.65  0.35400000000000026
-2.11  -1.62  0.0  2.66  0.35600000000000026
-2.13  -1.61  0.0  2.67  0.35800000000000026
-2.15  -1.61  0.0  2.68  0.36000000000000026
-2.16  -1.6  0.0  2.69  0.36200000000000027
-2.18  -1.6  0.0  2.7  0.36400000000000027
-2.2  -1.6  0.0  2.72  0.36600000000000027
-2.21  -1.59  0.0  2.73  0.36800000000000027
-2.23  -1.59  0.0  2.74  0.3700000000000003
-2.25  -1.59  0.0  2.75  0.3720000000000003
-2.27  -1.58  0.0  2.76  0.3740000000000003
-2.28  -1.58  0.0  2.78  0.3760000000000003
-2.3  -1.57  0.0  2.79  0.3780000000000003
-2.32  -1.57  0.0  2.8  0.3800000000000003
-2.34  -1.56  0.0  2.81  0.3820000000000003
-2.35  -1.56  0.0  2.82  0.3840000000000003
-2.37  -1.56  0.0  2.84  0.3860000000000003
-2.39  -1.55  0.0  2.85  0.3880000000000003
-2.41  -1.55  0.0  2.86  0.3900000000000003
-2.43  -1.54  0.0  2.87  0.3920000000000003
-2.44  -1.54  0.0  2.89  0.3940000000000003
-2.46  -1.53  0.0  2.9  0.3960000000000003
-2.48  -1.53  0.0  2.91  0.3980000000000003
-2.5  -1.52  0.0  2.93  0.4000000000000003
-2.52  -1.52  0.0  2.94  0.4020000000000003
-2.53  -1.51  0.0  2.95  0.4040000000000003
-2.55  -1.51  0.0  2.96  0.4060000000000003
-2.57  -1.5  0.0  2.98  0.4080000000000003
-2.59  -1.5  0.0  2.99  0.4100000000000003
-2.61  -1.49  0.0  3.0  0.4120000000000003
-2.63  -1.48  0.0  3.02  0.4140000000000003
-2.65  -1.48  0.0  3.03  0.4160000000000003
-2.67  -1.47  0.0  3.04  0.4180000000000003
-2.68  -1.47  0.0  3.06  0.4200000000000003
-2.7  -1.46  0.0  3.07  0.4220000000000003
-2.72  -1.45  0.0  3.09  0.4240000000000003
-2.74  -1.45  0.0  3.1  0.4260000000000003
-2.76  -1.44  0.0  3.11  0.4280000000000003
-2.78  -1.43  0.0  3.13  0.4300000000000003
-2.8  -1.43  0.0  3.14  0.43200000000000033
-2.82  -1.42  0.0  3.16  0.43400000000000033
-2.84  -1.41  0.0  3.17  0.43600000000000033
-2.86  -1.41  0.0  3.19  0.43800000000000033
-2.88  -1.4  0.0  3.2  0.44000000000000034
-2.9  -1.39  0.0  3.22  0.44200000000000034
-2.92  -1.39  0.0  3.23  0.44400000000000034
-2.94  -1.38  0.0  3.25  0.44600000000000034
-2.96  -1.37  0.0  3.26  0.44800000000000034
-2.98  -1.36  0.0  3.28  0.45000000000000034
-3.0  -1.36  0.0  3.3  0.45200000000000035
-3.02  -1.35  0.0  3.31  0.45400000000000035
-3.05  -1.34  0.0  3.33  0.45600000000000035
-3.07  -1.33  0.0  3.34  0.45800000000000035
-3.09  -1.33  0.0  3.36  0.46000000000000035
-3.11  -1.32  0.0  3.38  0.46200000000000035
-3.13  -1.31  0.0  3.39  0.46400000000000036
-3.15  -1.3  0.0  3.41  0.46600000000000036
-3.18  -1.29  0.0  3.43  0.46800000000000036
6.62  -6.61  0.0  9.36  0.47000000000000036
8.49  -12.75  -0.0  15.32  0.47200000000000036
13.18  -17.98  0.0  22.29  0.47400000000000037
15.48  -20.34  -0.0  25.56  0.47600000000000037
11.96  -19.51  0.0  22.89  0.47800000000000037
-3.57  -14.59  0.0  15.02  0.48000000000000037
-3.38  -12.59  0.0  13.03  0.4820000000000004
-3.24  -10.89  0.0  11.36  0.4840000000000004
-3.13  -9.45  0.0  9.96  0.4860000000000004
-3.05  -8.24  0.0  8.78  0.4880000000000004
-3.0  -7.2  0.0  7.8  0.4900000000000004
-2.96  -6.32  0.0  6.98  0.4920000000000004
-2.93  -5.58  0.0  6.3  0.4940000000000004
-2.92  -4.94  0.0  5.74  0.4960000000000004
-2.92  -4.4  0.0  5.29  0.4980000000000004
-2.93  -3.94  0.0  4.91  0.5000000000000003
-2.94  -3.55  0.0  4.61  0.5020000000000003
-2.96  -3.21  0.0  4.37  0.5040000000000003
-2.99  -2.92  0.0  4.18  0.5060000000000003
-3.0  -2.67  0.0  4.02  0.5080000000000003
4.5  52.68  0.0  52.87  0.5100000000000003
4.15  44.96  0.0  45.15  0.5120000000000003
3.8  38.38  0.0  38.57  0.5140000000000003
3.46  32.78  0.0  32.96  0.5160000000000003
3.14  27.99  0.0  28.17  0.5180000000000003
2.86  23.91  0.0  24.08  0.5200000000000004
2.59  20.42  -0.0  20.59  0.5220000000000004
2.36  17.44  0.0  17.6  0.5240000000000004
2.14  14.89  0.0  15.04  0.5260000000000004
1.96  12.71  -0.0  12.86  0.5280000000000004
6.69  11.68  0.0  13.46  0.5300000000000004
7.1  9.88  0.0  12.17  0.5320000000000004
7.96  8.48  0.0  11.63  0.5340000000000004
8.72  7.33  0.01  11.4  0.5360000000000004
9.17  6.35  0.01  11.16  0.5380000000000004
16.18  5.61  -0.0  17.13  0.5400000000000004
16.72  4.88  -0.0  17.42  0.5420000000000004
17.49  4.3  -0.0  18.01  0.5440000000000004
18.27  3.85  -0.0  18.67  0.5460000000000004
22.3  2.67  -0.0  22.46  0.5480000000000004
23.23  2.41  -0.0  23.36  0.5500000000000004
23.3  2.19  -0.0  23.4  0.5520000000000004
23.16  2.01  -0.0  23.25  0.5540000000000004
23.56  1.73  -0.0  23.62  0.5560000000000004
23.33  1.63  -0.0  23.38  0.5580000000000004
23.05  1.56  -0.0  23.11  0.5600000000000004
22.74  1.53  -0.0  22.79  0.5620000000000004
22.39  1.52  -0.0  22.44  0.5640000000000004
22.01  1.54  -0.0  22.07  0.5660000000000004
21.62  1.56  -0.0  21.68  0.5680000000000004
21.22  1.59  -0.0  21.28  0.5700000000000004
20.82  1.64  -0.0  20.88  0.5720000000000004
20.42  1.68  -0.0  20.49  0.5740000000000004
20.02  1.73  -0.0  20.1  0.5760000000000004
19.64  1.78  -0.0  19.72  0.5780000000000004
19.26  1.84  -0.0  19.35  0.5800000000000004
18.89  1.89  -0.0  18.99  0.5820000000000004
18.54  1.93  -0.0  18.64  0.5840000000000004
18.2  1.98  -0.0  18.3  0.5860000000000004
17.87  2.03  -0.0  17.98  0.5880000000000004
17.55  2.07  -0.0  17.68  0.5900000000000004
17.25  2.11  -0.0  17.38  0.5920000000000004
16.97  2.14  -0.0  17.1  0.5940000000000004
16.7  2.18  -0.0  16.84  0.5960000000000004
16.44  2.21  -0.0  16.59  0.5980000000000004
16.19  2.23  -0.0  16.35  0.6000000000000004
15.96  2.26  -0.0  16.12  0.6020000000000004
15.74  2.28  -0.0  15.9  0.6040000000000004
15.53  2.29  -0.0  15.7  0.6060000000000004
15.33  2.31  -0.0  15.5  0.6080000000000004
15.14  2.32  -0.0  15.32  0.6100000000000004
14.97  2.33  -0.0  15.15  0.6120000000000004
14.8  2.34  -0.0  14.98  0.6140000000000004
14.64  2.35  -0.0  14.83  0.6160000000000004
14.5  2.35  -0.0  14.69  0.6180000000000004
14.36  2.36  -0.0  14.55  0.6200000000000004
14.23  2.36  -0.0  14.42  0.6220000000000004
14.11  2.36  -0.0  14.31  0.6240000000000004
14.0  2.36  -0.0  14.2  0.6260000000000004
13.89  2.35  -0.0  14.09  0.6280000000000004
13.8  2.35  -0.0  14.0  0.6300000000000004
13.71  2.35  -0.0  13.91  0.6320000000000005
13.63  2.34  -0.0  13.83  0.6340000000000005
13.55  2.34  -0.0  13.75  0.6360000000000005
13.49  2.33  -0.0  13.69  0.6380000000000005
13.42  2.33  -0.0  13.62  0.6400000000000005
13.37  2.32  -0.0  13.57  0.6420000000000005
13.31  2.31  -0.0  13.51  0.6440000000000005
13.27  2.3  -0.0  13.47  0.6460000000000005
13.22  2.3  -0.0  13.42  0.6480000000000005
13.19  2.29  -0.0  13.38  0.6500000000000005
13.15  2.28  -0.0  13.35  0.6520000000000005
13.12  2.27  -0.0  13.32  0.6540000000000005
13.09  2.26  -0.0  13.29  0.6560000000000005
13.07  2.26  -0.0  13.26  0.6580000000000005
13.05  2.25  -0.0  13.24  0.6600000000000005
13.03  2.24  -0.0  13.22  0.6620000000000005
13.02  2.23  -0.0  13.21  0.6640000000000005
13.0  2.22  -0.0  13.19  0.6660000000000005
12.99  2.22  -0.0  13.18  0.6680000000000005
12.99  2.21  -0.0  13.17  0.6700000000000005
12.98  2.2  -0.0  13.17  0.6720000000000005
12.98  2.19  -0.0  13.16  0.6740000000000005
12.97  2.19  -0.0  13.16  0.6760000000000005
12.97  2.18  -0.0  13.15  0.6780000000000005
12.97  2.17  -0.0  13.15  0.6800000000000005
12.97  2.16  -0.0  13.15  0.6820000000000005
12.97  2.16  -0.0  13.15  0.6840000000000005
12.98  2.15  -0.0  13.15  0.6860000000000005
12.98  2.14  -0.0  13.16  0.6880000000000005
12.99  2.14  -0.0  13.16  0.6900000000000005
12.99  2.13  -0.0  13.17  0.6920000000000005
13.0  2.13  -0.0  13.17  0.6940000000000005
13.0  2.12  -0.0  13.18  0.6960000000000005
13.01  2.11  -0.0  13.18  0.6980000000000005
13.02  2.11  -0.0  13.19  0.7000000000000005
13.03  2.1  -0.0  13.2  0.7020000000000005
13.04  2.1  -0.0  13.2  0.7040000000000005
13.04  2.09  -0.0  13.21  0.7060000000000005
13.05  2.09  -0.0  13.22  0.7080000000000005
13.06  2.09  -0.0  13.23  0.7100000000000005
13.07  2.08  -0.0  13.23  0.7120000000000005
13.08  2.08  -0.0  13.24  0.7140000000000005
13.09  2.07  -0.0  13.25  0.7160000000000005
13.1  2.07  -0.0  13.26  0.7180000000000005
13.1  2.06  -0.0  13.27  0.7200000000000005
13.11  2.06  -0.0  13.27  0.7220000000000005
13.12  2.06  -0.0  13.28  0.7240000000000005
13.13  2.05  -0.0  13.29  0.7260000000000005
13.14  2.05  -0.0  13.3  0.7280000000000005
13.15  2.05  -0.0  13.3  0.7300000000000005
13.15  2.04  -0.0  13.31  0.7320000000000005
13.16  2.04  -0.0  13.32  0.7340000000000005
13.17  2.04  -0.0  13.32  0.7360000000000005
13.17  2.03  -0.0  13.33  0.7380000000000005
13.18  2.03  -0.0  13.34  0.7400000000000005
13.19  2.03  -0.0  13.34  0.7420000000000005
13.19  2.03  -0.0  13.35  0.7440000000000005
13.2  2.02  -0.0  13.35  0.7460000000000006
13.21  2.02  -0.0  13.36  0.7480000000000006
13.22  2.02  0.0  13.37  0.7500000000000006
13.22  2.02  0.0  13.38  0.7520000000000006
13.23  2.02  0.0  13.38  0.7540000000000006
13.23  2.01  0.0  13.39  0.7560000000000006
13.24  2.01  0.0  13.39  0.7580000000000006
13.24  2.01  0.0  13.39  0.7600000000000006
13.25  2.01  0.0  13.4  0.7620000000000006
13.25  2.01  0.0  13.4  0.7640000000000006
13.25  2.0  0.0  13.4  0.7660000000000006
13.26  2.0  0.0  13.41  0.7680000000000006
13.26  2.0  0.0  13.41  0.7700000000000006
13.26  2.0  0.0  13.41  0.7720000000000006
13.27  2.0  0.0  13.41  0.7740000000000006
13.27  2.0  0.0  13.42  0.7760000000000006
13.27  1.99  0.0  13.42  0.7780000000000006
13.27  1.99  0.0  13.42  0.7800000000000006
13.27  1.99  0.0  13.42  0.7820000000000006
13.28  1.99  0.0  13.42  0.7840000000000006
13.28  1.99  0.0  13.43  0.7860000000000006
13.28  1.99  0.0  13.43  0.7880000000000006
13.28  1.98  0.0  13.43  0.7900000000000006
13.28  1.98  0.0  13.43  0.7920000000000006
13.28  1.98  0.0  13.43  0.7940000000000006
13.28  1.98  0.0  13.43  0.7960000000000006
13.29  1.98  0.0  13.43  0.7980000000000006
13.29  1.98  0.0  13.43  0.8000000000000006
13.29  1.97  0.0  13.43  0.8020000000000006
13.29  1.97  0.0  13.43  0.8040000000000006
13.29  1.97  0.0  13.43  0.8060000000000006
13.29  1.97  0.0  13.43  0.8080000000000006
13.29  1.97  0.0  13.43  0.8100000000000006
13.29  1.97  0.0  13.43  0.8120000000000006
13.29  1.96  0.0  13.43  0.8140000000000006
13.29  1.96  0.0  13.43  0.8160000000000006
13.29  1.96  0.0  13.43  0.8180000000000006
13.29  1.96  0.0  13.43  0.8200000000000006
13.29  1.96  0.0  13.43  0.8220000000000006
13.29  1.96  0.0  13.43  0.8240000000000006
13.29  1.96  0.0  13.43  0.8260000000000006
13.29  1.95  0.0  13.43  0.8280000000000006
13.29  1.95  0.0  13.43  0.8300000000000006
13.29  1.95  0.0  13.43  0.8320000000000006
13.29  1.95  0.0  13.43  0.8340000000000006
13.29  1.95  0.0  13.43  0.8360000000000006
13.29  1.95  0.0  13.43  0.8380000000000006
13.29  1.94  0.0  13.43  0.8400000000000006
13.29  1.94  0.0  13.43  0.8420000000000006
13.29  1.94  0.0  13.43  0.8440000000000006
13.29  1.94  0.0  13.43  0.8460000000000006
13.29  1.94  0.0  13.43  0.8480000000000006
13.29  1.94  0.0  13.43  0.8500000000000006
13.29  1.93  0.0  13.43  0.8520000000000006
13.29  1.93  0.0  13.43  0.8540000000000006
13.29  1.93  0.0  13.43  0.8560000000000006
13.29  1.93  0.0  13.43  0.8580000000000007
13.29  1.93  0.0  13.43  0.8600000000000007
13.29  1.93  0.0  13.42  0.8620000000000007
13.29  1.93  0.0  13.42  0.8640000000000007
13.29  1.92  0.0  13.42  0.8660000000000007
13.28  1.92  0.0  13.42  0.8680000000000007
13.28  1.92  0.0  13.42  0.8700000000000007
13.28  1.92  0.0  13.42  0.8720000000000007
13.28  1.92  0.0  13.42  0.8740000000000007
13.28  1.92  0.0  13.42  0.8760000000000007
13.28  1.91  0.0  13.42  0.8780000000000007
13.28  1.91  0.0  13.42  0.8800000000000007
13.28  1.91  0.0  13.42  0.8820000000000007
13.28  1.91  0.0  13.42  0.8840000000000007
13.28  1.91  0.0  13.42  0.8860000000000007
13.28  1.91  0.0  13.42  0.8880000000000007
13.28  1.9  0.0  13.42  0.8900000000000007
13.28  1.9  0.0  13.42  0.8920000000000007
13.28  1.9  0.0  13.42  0.8940000000000007
13.28  1.9  0.0  13.42  0.8960000000000007
13.28  1.9  0.0  13.41  0.8980000000000007
13.28  1.9  0.0  13.41  0.9000000000000007
13.28  1.89  0.0  13.41  0.9020000000000007
13.28  1.89  0.0  13.41  0.9040000000000007
13.28  1.89  0.0  13.41  0.9060000000000007
13.28  1.89  0.0  13.41  0.9080000000000007
13.28  1.89  0.0  13.41  0.9100000000000007
13.28  1.89  0.0  13.41  0.9120000000000007
13.28  1.88  0.0  13.41  0.9140000000000007
13.28  1.88  0.0  13.41  0.9160000000000007
13.28  1.88  0.0  13.41  0.9180000000000007
13.28  1.88  0.0  13.41  0.9200000000000007
13.28  1.88  0.0  13.41  0.9220000000000007
13.28  1.88  0.0  13.41  0.9240000000000007
13.28  1.87  0.0  13.41  0.9260000000000007
13.28  1.87  0.0  13.41  0.9280000000000007
13.28  1.87  0.0  13.41  0.9300000000000007
13.28  1.87  0.0  13.41  0.9320000000000007
13.28  1.87  0.0  13.41  0.9340000000000007
13.28  1.87  0.0  13.41  0.9360000000000007
13.27  1.86  0.0  13.41  0.9380000000000007
13.27  1.86  0.0  13.4  0.9400000000000007
13.27  1.86  0.0  13.4  0.9420000000000007
13.27  1.86  0.0  13.4  0.9440000000000007
13.27  1.86  0.0  13.4  0.9460000000000007
13.27  1.86  0.0  13.4  0.9480000000000007
13.27  1.85  0.0  13.4  0.9500000000000007
13.27  1.85  0.0  13.4  0.9520000000000007
13.27  1.85  0.0  13.4  0.9540000000000007
13.27  1.85  0.0  13.4  0.9560000000000007
13.27  1.85  0.0  13.4  0.9580000000000007
13.27  1.85  0.0  13.4  0.9600000000000007
13.27  1.85  0.0  13.4  0.9620000000000007
13.27  1.84  0.0  13.4  0.9640000000000007
13.27  1.84  0.0  13.4  0.9660000000000007
13.27  1.84  0.0  13.4  0.9680000000000007
13.27  1.84  0.0  13.4  0.9700000000000008
13.27  1.84  0.0  13.4  0.9720000000000008
13.27  1.84  0.0  13.4  0.9740000000000008
13.27  1.83  0.0  13.4  0.9760000000000008
13.27  1.83  0.0  13.4  0.9780000000000008
13.27  1.83  0.0  13.4  0.9800000000000008
13.27  1.83  0.0  13.4  0.9820000000000008
13.27  1.83  0.0  13.4  0.9840000000000008
13.27  1.83  0.0  13.4  0.9860000000000008
13.27  1.82  0.0  13.4  0.9880000000000008
13.27  1.82  0.0  13.4  0.9900000000000008
13.27  1.82  0.0  13.4  0.9920000000000008
13.27  1.82  0.0  13.4  0.9940000000000008
13.27  1.82  0.0  13.39  0.9960000000000008
13.27  1.82  0.0  13.39  0.9980000000000008
13.27  1.81  0.0  13.39  1.0000000000000007
13.27  1.81  0.0  13.39  1.0020000000000007
13.27  1.81  0.0  13.39  1.0040000000000007
13.27  1.81  0.0  13.39  1.0060000000000007
13.27  1.81  0.0  13.39  1.0080000000000007
13.27  1.81  0.0  13.39  1.0100000000000007
13.27  1.81  0.0  13.39  1.0120000000000007
13.27  1.8  0.0  13.39  1.0140000000000007
13.27  1.8  0.0  13.39  1.0160000000000007
13.27  1.8  0.0  13.39  1.0180000000000007
13.27  1.8  0.0  13.39  1.0200000000000007
13.27  1.8  0.0  13.39  1.0220000000000007
13.27  1.8  0.0  13.39  1.0240000000000007
13.27  1.79  0.0  13.39  1.0260000000000007
13.27  1.79  0.0  13.39  1.0280000000000007
13.27  1.79  0.0  13.39  1.0300000000000007
13.27  1.79  0.0  13.39  1.0320000000000007
13.27  1.79  0.0  13.39  1.0340000000000007
13.27  1.79  0.0  13.39  1.0360000000000007
13.27  1.78  0.0  13.39  1.0380000000000007
13.27  1.78  0.0  13.39  1.0400000000000007
13.27  1.78  0.0  13.39  1.0420000000000007
13.27  1.78  0.0  13.39  1.0440000000000007
13.27  1.78  0.0  13.39  1.0460000000000007
13.27  1.78  0.0  13.39  1.0480000000000007
13.27  1.77  0.0  13.39  1.0500000000000007
13.27  1.77  0.0  13.39  1.0520000000000007
13.27  1.77  0.0  13.39  1.0540000000000007
13.27  1.77  0.0  13.39  1.0560000000000007
13.27  1.77  0.0  13.38  1.0580000000000007
13.27  1.77  0.0  13.38  1.0600000000000007
13.27  1.77  0.0  13.38  1.0620000000000007
13.27  1.76  0.0  13.38  1.0640000000000007
13.27  1.76  0.0  13.38  1.0660000000000007
13.27  1.76  0.0  13.38  1.0680000000000007
13.27  1.76  0.0  13.38  1.0700000000000007
13.27  1.76  0.0  13.38  1.0720000000000007
13.27  1.76  0.0  13.38  1.0740000000000007
13.27  1.75  0.0  13.38  1.0760000000000007
13.27  1.75  0.0  13.38  1.0780000000000007
13.27  1.75  0.0  13.38  1.0800000000000007
13.27  1.75  0.0  13.38  1.0820000000000007
13.27  1.75  0.0  13.38  1.0840000000000007
13.27  1.75  0.0  13.38  1.0860000000000007
13.27  1.74  0.0  13.38  1.0880000000000007
13.27  1.74  0.0  13.38  1.0900000000000007
13.27  1.74  0.0  13.38  1.0920000000000007
13.27  1.74  0.0  13.38  1.0940000000000007
13.27  1.74  0.0  13.38  1.0960000000000008
13.27  1.74  0.0  13.38  1.0980000000000008
13.26  1.74  0.0  13.38  1.1000000000000008
13.26  1.73  0.0  13.38  1.1020000000000008
13.26  1.73  0.0  13.38  1.1040000000000008
13.26  1.73  0.0  13.38  1.1060000000000008
13.26  1.73  0.0  13.38  1.1080000000000008
13.26  1.73  0.0  13.38  1.1100000000000008
13.26  1.73  0.0  13.38  1.1120000000000008
13.26  1.72  0.0  13.38  1.1140000000000008
13.26  1.72  0.0  13.38  1.1160000000000008
13.26  1.72  0.0  13.37  1.1180000000000008
13.26  1.72  0.0  13.37  1.1200000000000008
13.26  1.72  0.0  13.37  1.1220000000000008
13.26  1.72  0.0  13.37  1.1240000000000008
13.26  1.72  0.0  13.37  1.1260000000000008
13.26  1.71  0.0  13.37  1.1280000000000008
13.26  1.71  0.0  13.37  1.1300000000000008
13.26  1.71  0.0  13.37  1.1320000000000008
13.26  1.71  0.0  13.37  1.1340000000000008
13.26  1.71  0.0  13.37  1.1360000000000008
13.26  1.71  0.01  13.37  1.1380000000000008
13.26  1.7  0.01  13.37  1.1400000000000008
13.26  1.7  0.01  13.37  1.1420000000000008
13.26  1.7  0.01  13.37  1.1440000000000008
13.26  1.7  0.01  13.37  1.1460000000000008
13.26  1.7  0.01  13.37  1.1480000000000008
13.26  1.7  0.01  13.37  1.1500000000000008
13.26  1.7  0.01  13.37  1.1520000000000008
13.26  1.69  0.01  13.37  1.1540000000000008
13.26  1.69  0.01  13.37  1.1560000000000008
13.26  1.69  0.01  13.37  1.1580000000000008
13.26  1.69  0.01  13.37  1.1600000000000008
13.26  1.69  0.01  13.37  1.1620000000000008
13.26  1.69  0.01  13.37  1.1640000000000008
13.26  1.68  0.01  13.37  1.1660000000000008
13.26  1.68  0.01  13.37  1.1680000000000008
13.26  1.68  0.01  13.37  1.1700000000000008
13.26  1.68  0.01  13.37  1.1720000000000008
13.26  1.68  0.01  13.37  1.1740000000000008
13.26  1.68  0.01  13.36  1.1760000000000008
13.26  1.68  0.01  13.36  1.1780000000000008
13.26  1.67  0.01  13.36  1.1800000000000008
13.26  1.67  0.01  13.36  1.1820000000000008
13.26  1.67  0.01  13.36  1.1840000000000008
13.26  1.67  0.0  13.36  1.1860000000000008
13.26  1.67  0.0  13.36  1.1880000000000008
13.26  1.67  0.0  13.36  1.1900000000000008
13.26  1.66  0.0  13.36  1.1920000000000008
13.26  1.66  0.0  13.36  1.1940000000000008
13.26  1.66  0.0  13.36  1.1960000000000008
13.26  1.66  0.0  13.36  1.1980000000000008
13.26  1.66  0.0  13.36  1.2000000000000008
13.26  1.66  0.0  13.36  1.2020000000000008
13.26  1.66  0.0  13.36  1.2040000000000008
13.26  1.65  0.0  13.36  1.2060000000000008
13.26  1.65  0.0  13.36  1.2080000000000009
13.26  1.65  0.0  13.36  1.2100000000000009
13.26  1.65  0.0  13.36  1.2120000000000009
13.26  1.65  0.0  13.36  1.2140000000000009
13.26  1.65  0.0  13.36  1.2160000000000009
